,JOB_MATCH,S_NAME,S_AGE,S_GENDER,S_EDUCATION,S_UNDERSTANDING_COMM,S_GETTING_ALONG_PEOPLE,S_LIFE_ACT_HOUSE,S_LIFE_ACT_WORK,S_PARTICIPATE_SOCIETY,S_PREV_EMP,S_TOTAL_EXPERIENCE,JOB_DESCRIPTION,J_LANGUAGE,J_COMMUNICATION,J_PROB_SOLVE,J_ATTEN_VIGIL,J_ADAPT_INTERACT
1481,Y,Kamlesh Chitranjan Mohan,35.0,Male,High School,3.0,2.0,2.0,2.0,3.0,2.0,8.0,BPO,N,N,N,Y,N
1482,Y,Karim Upadhyay,35.0,Male,High School,3.0,2.0,2.0,3.0,2.0,2.0,7.0,BPO,N,N,N,Y,N
1483,Y,Biren Biyani,28.0,Male,High School,3.0,2.0,2.0,3.0,2.0,2.0,4.0,BPO,N,N,N,Y,N
1484,Y,Balaji Karnik,41.0,Male,High School,3.0,2.0,2.0,3.0,2.0,2.0,7.0,BPO,N,N,N,Y,N
1485,N,Ghanshyam Natarajan,41.0,Male,Primary School,4.0,3.0,2.0,3.0,3.0,1.0,4.0,BPO,N,N,N,Y,N
1486,N,Rajendra Mohanty,41.0,Male,Primary School,3.0,4.0,3.0,4.0,3.0,1.0,4.0,BPO,N,N,N,Y,N
1487,N,Devendra Venkat Kohli,41.0,Male,Primary School,4.0,2.0,3.0,4.0,2.0,1.0,8.0,BPO,N,N,N,Y,N
1488,Y,Jaswant Bhai Chohan,41.0,Male,High School,3.0,2.0,2.0,3.0,2.0,1.0,8.0,BPO,N,N,N,Y,N
1489,N,Iqbal Bhai Badal,28.0,Male,High School,2.0,4.0,1.0,3.0,2.0,1.0,2.0,BPO,N,N,N,Y,N
1490,Y,Kalyan Mand,40.0,Male,High School,2.0,3.0,1.0,3.0,2.0,1.0,8.0,BPO,N,N,N,Y,N
1491,Y,Naseer Pratap Deo,40.0,Male,High School,2.0,3.0,1.0,3.0,2.0,1.0,8.0,BPO,N,N,N,Y,N
1492,Y,Akhil Khalsa,40.0,Male,High School,2.0,3.0,1.0,3.0,2.0,3.0,6.0,BPO,N,N,N,Y,N
1493,Y,Vijay Swaminathan,28.0,Male,Undergraduation,2.0,2.0,2.0,2.0,2.0,3.0,3.0,BPO,N,N,N,Y,N
1494,Y,Raghavan Bhai Nadkarni,40.0,Male,Undergraduation,2.0,2.0,1.0,2.0,2.0,2.0,6.0,BPO,N,N,N,Y,N
1495,Y,Atul Prasad Nagarajan,40.0,Male,Undergraduation,2.0,2.0,1.0,2.0,2.0,2.0,6.0,BPO,N,N,N,Y,N
1496,Y,Atul Majumdar,40.0,Male,Undergraduation,1.0,3.0,1.0,2.0,2.0,1.0,6.0,BPO,N,N,N,Y,N
1497,Y,Bahadur Pratap Dixit,40.0,Male,Undergraduation,1.0,3.0,1.0,2.0,2.0,1.0,6.0,BPO,N,N,N,Y,N
1498,Y,Jawahar Pranay Sagar,38.0,Male,Undergraduation,2.0,3.0,1.0,2.0,2.0,1.0,11.0,BPO,N,N,N,Y,N
1499,Y,Rahim Dev Sangha,38.0,Male,Undergraduation,2.0,3.0,1.0,1.0,2.0,1.0,8.0,BPO,N,N,N,Y,N
1500,Y,Satish Lal Srinivasan,28.0,Male,Undergraduation,2.0,1.0,1.0,1.0,2.0,1.0,3.0,BPO,N,N,N,Y,N
1501,Y,Baldev Tank,38.0,Male,Undergraduation,1.0,1.0,2.0,1.0,2.0,11.0,8.0,BPO,N,N,N,Y,N
1502,Y,Habib Ramesh,28.0,Male,Undergraduation,1.0,1.0,2.0,1.0,2.0,0.0,1.0,BPO,N,N,N,Y,N
1503,Y,Raghavan Dev Seshadri,38.0,Male,Undergraduation,1.0,1.0,2.0,1.0,1.0,0.0,9.0,BPO,N,N,N,Y,N
1504,Y,Naseer Ram,28.0,Male,Undergraduation,1.0,1.0,2.0,1.0,1.0,0.0,1.0,BPO,N,N,N,Y,N
1505,Y,Manpreet Morar,28.0,Male,Undergraduation,2.0,1.0,2.0,1.0,1.0,0.0,4.0,BPO,N,N,N,Y,N
1506,Y,Chinmay Kumar Vasa,38.0,Male,Undergraduation,2.0,1.0,2.0,1.0,1.0,4.0,3.0,BPO,N,N,N,Y,N
1507,Y,Satishwar Elias Apte,38.0,Male,Undergraduation,2.0,1.0,2.0,1.0,1.0,1.0,3.0,BPO,N,N,N,Y,N
1508,Y,Gauransh Prasad Deshpande,28.0,Male,Post Graduation,1.0,2.0,1.0,2.0,2.0,6.0,4.0,BPO,N,N,N,Y,N
1509,Y,Faisal Somani,38.0,Male,High School,2.0,3.0,1.0,3.0,2.0,0.0,6.0,BPO,N,N,N,Y,N
1510,Y,Arun Hari,38.0,Male,High School,2.0,3.0,2.0,3.0,2.0,0.0,2.0,BPO,N,N,N,Y,N
1511,Y,Mohan Lal Prasad,38.0,Male,High School,3.0,3.0,2.0,2.0,2.0,0.0,7.0,BPO,N,N,N,Y,N
1512,Y,Ehsaan Raj Sha,40.0,Male,High School,3.0,3.0,2.0,2.0,2.0,5.0,7.0,BPO,N,N,N,Y,N
1513,Y,Moti Raj Hegde,40.0,Male,High School,3.0,3.0,2.0,2.0,1.0,6.0,9.0,BPO,N,N,N,Y,N
1514,Y,Devendra Nagy,40.0,Male,High School,3.0,3.0,2.0,2.0,1.0,1.0,9.0,BPO,N,N,N,Y,N
1515,Y,"Aniruddh Nawab, Ganesan",40.0,Male,High School,3.0,3.0,2.0,2.0,1.0,1.0,4.0,BPO,N,N,N,Y,N
1516,Y,Qabool Iyengar,28.0,Male,High School,3.0,3.0,2.0,2.0,1.0,3.0,3.0,BPO,N,N,N,Y,N
1517,Y,Rupesh Wagle,21.0,Male,High School,3.0,3.0,2.0,2.0,1.0,1.0,3.0,BPO,N,N,N,Y,N
1518,Y,Kalpit Bhai Lata,40.0,Male,High School,3.0,3.0,2.0,2.0,1.0,1.0,4.0,BPO,N,N,N,Y,N
1519,Y,Radhe Raj Bera,40.0,Male,High School,3.0,3.0,2.0,2.0,1.0,1.0,4.0,BPO,N,N,N,Y,N
1520,Y,Jamshed Hrishikesh Kamdar,40.0,Male,High School,3.0,3.0,2.0,1.0,1.0,1.0,4.0,BPO,N,N,N,Y,N
1521,Y,Mustafa Singh De,21.0,Male,High School,3.0,3.0,2.0,1.0,1.0,1.0,3.0,BPO,N,N,N,Y,N
1522,Y,Ishat Dev Sharaf,40.0,Male,High School,3.0,3.0,2.0,1.0,1.0,1.0,7.0,BPO,N,N,N,Y,N
1523,Y,Baber Palla,40.0,Male,Undergraduation,1.0,2.0,1.0,3.0,1.0,1.0,7.0,BPO,N,N,N,Y,N
1524,Y,Jagat Swamy,26.0,Male,Undergraduation,1.0,2.0,1.0,3.0,1.0,2.0,3.0,BPO,N,N,N,Y,N
1525,Y,Manish Lanka,44.0,Male,Undergraduation,1.0,2.0,1.0,3.0,1.0,2.0,7.0,BPO,N,N,N,Y,N
1526,Y,Lalit Chander,28.0,Male,Undergraduation,1.0,2.0,1.0,2.0,1.0,2.0,12.0,BPO,N,N,N,Y,N
1527,N,Obaid Krish,61.0,Male,Primary School,3.0,2.0,2.0,3.0,4.0,2.0,14.0,BPO,N,N,N,Y,N
1528,N,Mowgli Venkataraman,62.0,Male,Primary School,3.0,3.0,2.0,4.0,2.0,2.0,19.0,BPO,N,N,N,Y,N
1529,N,Karim Mitesh Doctor,61.0,Male,Primary School,4.0,3.0,2.0,4.0,2.0,3.0,16.0,BPO,N,N,N,Y,N
1530,Y,Naval Jacob,28.0,Male,Undergraduation,1.0,2.0,2.0,2.0,1.0,3.0,8.0,BPO,N,N,N,Y,N
1531,Y,Binoya Rao Soni,28.0,Male,Undergraduation,1.0,3.0,3.0,2.0,1.0,3.0,7.0,BPO,N,N,N,Y,N
1532,Y,Aatif Oak,23.0,Male,Undergraduation,1.0,3.0,3.0,1.0,1.0,0.0,15.0,BPO,N,N,N,Y,N
1533,Y,Ehsaan Gala,53.0,Male,Undergraduation,2.0,3.0,3.0,1.0,1.0,0.0,5.0,BPO,N,N,N,Y,N
1534,Y,David Bhai Patel,53.0,Male,High School,3.0,2.0,2.0,1.0,1.0,0.0,19.0,BPO,N,N,N,Y,N
1535,N,Chitranjan Apte,61.0,Male,High School,3.0,2.0,2.0,1.0,1.0,0.0,13.0,BPO,N,N,N,Y,N
1536,Y,Ghalib Chad,53.0,Male,High School,3.0,2.0,2.0,1.0,1.0,0.0,6.0,BPO,N,N,N,Y,N
1537,N,Nayan Bhai Palan,61.0,Male,High School,3.0,2.0,3.0,1.0,1.0,0.0,17.0,BPO,N,N,N,Y,N
1538,N,Raju Raval,61.0,Male,Primary School,4.0,3.0,2.0,4.0,4.0,0.0,13.0,BPO,N,N,N,Y,N
1539,N,Biren Kohli,32.0,Male,Primary School,4.0,3.0,2.0,4.0,4.0,0.0,7.0,BPO,N,N,N,Y,N
1540,Y,Rajendra Malpani,53.0,Male,High School,3.0,2.0,3.0,1.0,2.0,0.0,7.0,BPO,N,N,N,Y,N
1541,N,Albert Aniruddh Gokhale,61.0,Male,High School,3.0,2.0,3.0,1.0,2.0,1.0,30.0,BPO,N,N,N,Y,N
1542,N,Ricky Pratap Master,61.0,Male,High School,3.0,2.0,3.0,1.0,2.0,1.0,20.0,BPO,N,N,N,Y,N
1543,N,Nirmal Yogesh Chowdhury,64.0,Male,High School,3.0,2.0,3.0,1.0,2.0,1.0,25.0,BPO,N,N,N,Y,N
1544,Y,Arjun Ram Naik,53.0,Male,High School,3.0,2.0,2.0,1.0,2.0,3.0,8.0,BPO,N,N,N,Y,N
1545,N,Eddie Ram Masih,32.0,Male,Primary School,4.0,3.0,2.0,4.0,1.0,1.0,7.0,BPO,N,N,N,Y,N
1546,N,Shashank Lal Edwin,64.0,Male,Primary School,4.0,3.0,2.0,4.0,1.0,2.0,30.0,BPO,N,N,N,Y,N
1547,N,Sai Pratap Borra,57.0,Male,Primary School,3.0,2.0,2.0,3.0,2.0,3.0,9.0,BPO,N,N,N,Y,N
1548,N,Anees Rastogi,64.0,Male,Primary School,3.0,2.0,2.0,3.0,2.0,3.0,23.0,BPO,N,N,N,Y,N
1549,N,Brock Jhaveri,32.0,Male,Primary School,3.0,2.0,2.0,3.0,2.0,3.0,6.0,BPO,N,N,N,Y,N
1550,N,Chinmay Darpan Ramkissoon,57.0,Male,Primary School,3.0,2.0,2.0,4.0,1.0,2.0,9.0,BPO,N,N,N,Y,N
1551,N,Dinesh Rupal Acharya,64.0,Male,Primary School,3.0,2.0,2.0,4.0,1.0,2.0,22.0,BPO,N,N,N,Y,N
1552,N,Ehsaan Qadim Kari,64.0,Male,Primary School,3.0,2.0,2.0,5.0,1.0,2.0,21.0,BPO,N,N,N,Y,N
1553,N,Parveen Chandra Dugar,57.0,Male,Primary School,3.0,2.0,2.0,5.0,1.0,2.0,20.0,BPO,N,N,N,Y,N
1554,N,Rahim Kar,57.0,Male,Primary School,3.0,2.0,4.0,5.0,3.0,1.0,21.0,BPO,N,N,N,Y,N
1555,N,Brock Viswanathan,44.0,Male,Primary School,2.0,2.0,4.0,5.0,3.0,1.0,7.0,BPO,N,N,N,Y,N
1556,N,Chitranjan Rao Bera,64.0,Male,Primary School,2.0,1.0,4.0,5.0,3.0,1.0,20.0,BPO,N,N,N,Y,N
1557,N,Rashid Din,44.0,Male,Primary School,2.0,1.0,4.0,4.0,3.0,1.0,8.0,BPO,N,N,N,Y,N
1558,N,Baalkrishan Sarraf,64.0,Male,Primary School,4.0,1.0,4.0,4.0,3.0,1.0,19.0,BPO,N,N,N,Y,N
1559,N,Ratan Kalla,44.0,Male,Primary School,4.0,1.0,4.0,3.0,3.0,1.0,9.0,BPO,N,N,N,Y,N
1560,N,Omar Prasad Sant,64.0,Male,Primary School,3.0,1.0,4.0,3.0,3.0,1.0,18.0,BPO,N,N,N,Y,N
1561,N,Ajay Saurabh Bhattacharyya,70.0,Male,Primary School,3.0,1.0,4.0,3.0,2.0,3.0,17.0,BPO,N,N,N,Y,N
1562,N,Mitesh Bijoy Pradhan,26.0,Male,Primary School,3.0,1.0,3.0,3.0,2.0,3.0,3.0,BPO,N,N,N,Y,N
1563,N,Rupesh Ram Parekh,57.0,Male,Primary School,3.0,1.0,3.0,3.0,3.0,2.0,9.0,BPO,N,N,N,Y,N
1564,N,Ishat Gajendra Varma,48.0,Male,Primary School,3.0,1.0,3.0,3.0,3.0,2.0,29.0,BPO,N,N,N,Y,N
1565,N,Aslam Raj Sandhu,57.0,Male,Primary School,3.0,1.0,3.0,3.0,3.0,1.0,11.0,BPO,N,N,N,Y,N
1566,N,Ganesh Harbhajan Masih,57.0,Male,Primary School,3.0,1.0,3.0,3.0,3.0,1.0,13.0,BPO,N,N,N,Y,N
1567,N,Manish Lal Amble,51.0,Male,Primary School,3.0,1.0,3.0,3.0,3.0,1.0,8.0,BPO,N,N,N,Y,N
1568,N,Mani Ramam,51.0,Male,Primary School,3.0,1.0,3.0,3.0,3.0,1.0,7.0,BPO,N,N,N,Y,N
1569,Y,Niyati Jagdish Prakash,28.0,Female,High School,3.0,2.0,2.0,1.0,3.0,1.0,7.0,BPO,N,N,N,Y,N
1570,Y,Prabha Yash Ramnarine,49.0,Male,High School,2.0,2.0,2.0,1.0,3.0,11.0,29.0,BPO,N,N,N,Y,N
1571,Y,Padmini Pravin Mall,28.0,Female,High School,2.0,2.0,1.0,1.0,3.0,0.0,3.0,BPO,N,N,N,Y,N
1572,Y,Sushmita Murty,50.0,Male,High School,2.0,2.0,2.0,1.0,3.0,0.0,23.0,BPO,N,N,N,Y,N
1573,N,Sushmita Kashyap,62.0,Female,High School,2.0,2.0,1.0,1.0,3.0,0.0,22.0,BPO,N,N,N,Y,N
1574,Y,Leelawati Dada,28.0,Male,High School,2.0,2.0,2.0,1.0,1.0,0.0,11.0,BPO,N,N,N,Y,N
1575,Y,Amolika Ratan Talwar,28.0,Female,High School,2.0,2.0,1.0,1.0,1.0,4.0,10.0,BPO,N,N,N,Y,N
1576,N,Zara Amir Luthra,62.0,Female,High School,2.0,2.0,1.0,1.0,1.0,1.0,34.0,BPO,N,N,N,Y,N
1577,Y,Esha Tripathi,26.0,Male,High School,2.0,2.0,2.0,1.0,1.0,6.0,1.0,BPO,N,N,N,Y,N
1578,Y,Aisha Kothari,44.0,Male,High School,2.0,2.0,2.0,2.0,1.0,0.0,6.0,BPO,N,N,N,Y,N
1579,Y,Naina Jack Rattan,50.0,Male,High School,2.0,2.0,2.0,2.0,1.0,0.0,8.0,BPO,N,N,N,Y,N
1580,N,Prabha Wason,60.0,Male,High School,2.0,2.0,2.0,2.0,1.0,0.0,7.0,BPO,N,N,N,Y,N
1581,N,Shanti Rajagopal,62.0,Female,High School,2.0,2.0,1.0,2.0,1.0,5.0,34.0,BPO,N,N,N,Y,N
1582,N,Rita Ratta,59.0,Female,High School,1.0,2.0,1.0,2.0,1.0,6.0,6.0,BPO,N,N,N,Y,N
1583,Y,Sona Mitter,23.0,Female,High School,1.0,2.0,1.0,2.0,1.0,1.0,4.0,BPO,N,N,N,Y,N
1584,Y,Heena Puri,25.0,Male,High School,1.0,2.0,1.0,2.0,1.0,1.0,4.0,BPO,N,N,N,Y,N
1585,Y,Nikita Seshadri,25.0,Female,High School,1.0,2.0,1.0,2.0,1.0,3.0,4.0,BPO,N,N,N,Y,N
1586,Y,Padama Darpan Pal,25.0,Male,High School,1.0,2.0,1.0,2.0,1.0,1.0,4.0,BPO,N,N,N,Y,N
1587,Y,Ambika Siddharth Mistry,50.0,Female,High School,1.0,2.0,1.0,2.0,2.0,1.0,4.0,BPO,N,N,N,Y,N
1588,Y,Vineeta Varma,25.0,Female,High School,1.0,1.0,1.0,2.0,2.0,1.0,4.0,BPO,N,N,N,Y,N
1589,Y,Anusha Naseer Deo,54.0,Female,High School,1.0,1.0,1.0,2.0,1.0,1.0,10.0,BPO,N,N,N,Y,N
1590,Y,Nandini Savant,25.0,Male,High School,1.0,1.0,1.0,3.0,1.0,1.0,4.0,BPO,N,N,N,Y,N
1591,Y,Upasana Sarna,25.0,Male,High School,1.0,1.0,2.0,3.0,1.0,1.0,4.0,BPO,N,N,N,Y,N
1592,N,Aabha Gole,59.0,Female,High School,1.0,1.0,1.0,3.0,1.0,1.0,9.0,BPO,N,N,N,Y,N
1593,Y,Nalini Jobin Dar,25.0,Female,High School,1.0,1.0,1.0,3.0,1.0,2.0,3.0,BPO,N,N,N,Y,N
1594,Y,Akhila Kunda,52.0,Female,High School,1.0,1.0,1.0,3.0,1.0,2.0,9.0,BPO,N,N,N,Y,N
1595,Y,Sameedha Purohit,50.0,Male,High School,1.0,1.0,1.0,3.0,1.0,2.0,9.0,BPO,N,N,N,Y,N
1596,N,Aarti Faraz Kota,55.0,Male,Primary School,3.0,1.0,3.0,3.0,3.0,2.0,8.0,BPO,N,N,N,Y,N
1597,N,Komal Desai,23.0,Male,Primary School,3.0,1.0,3.0,3.0,3.0,2.0,3.0,BPO,N,N,N,Y,N
1598,N,Yasmin Ramachandran,53.0,Female,Primary School,3.0,1.0,3.0,4.0,2.0,3.0,8.0,BPO,N,N,N,Y,N
1599,N,Kiran Vaidya,23.0,Female,Primary School,3.0,1.0,3.0,3.0,2.0,3.0,3.0,BPO,N,N,N,Y,N
1600,N,Upasana Sem,50.0,Female,Primary School,3.0,3.0,2.0,3.0,2.0,3.0,8.0,BPO,N,N,N,Y,N
1601,N,Nidhi Meka,23.0,Male,Primary School,3.0,3.0,2.0,4.0,4.0,0.0,3.0,BPO,N,N,N,Y,N
1602,Y,Devika Jani,54.0,Female,High School,2.0,1.0,1.0,3.0,1.0,0.0,8.0,BPO,N,N,N,Y,N
1603,Y,Bagwati Narayan,23.0,Male,High School,2.0,2.0,2.0,2.0,1.0,0.0,3.0,BPO,N,N,N,Y,N
1604,Y,Nancy Konda,23.0,Male,Undergraduation,2.0,3.0,3.0,1.0,1.0,0.0,3.0,BPO,N,N,N,Y,N
1605,Y,Roma Dhiraj Amble,44.0,Male,Undergraduation,2.0,3.0,3.0,1.0,1.0,0.0,6.0,BPO,N,N,N,Y,N
1606,Y,Rachel Abbas Mangal,53.0,Female,Undergraduation,2.0,3.0,3.0,1.0,1.0,0.0,8.0,BPO,N,N,N,Y,N
1607,N,Sushmita Walia,55.0,Female,Undergraduation,1.0,3.0,3.0,1.0,1.0,0.0,8.0,BPO,N,N,N,Y,N
1608,N,Mukti Harjo,50.0,Female,Primary School,3.0,3.0,2.0,4.0,4.0,0.0,8.0,BPO,N,N,N,Y,N
1609,N,Rita Shere,52.0,Female,Primary School,3.0,3.0,2.0,4.0,4.0,0.0,8.0,BPO,N,N,N,Y,N
1610,N,Julie Varma,52.0,Female,Primary School,3.0,3.0,2.0,2.0,3.0,1.0,9.0,BPO,N,N,N,Y,N
1611,N,Yamini Chaudhari,55.0,Male,Primary School,3.0,3.0,2.0,3.0,3.0,1.0,9.0,BPO,N,N,N,Y,N
1612,Y,Pooja Qabeel Mander,50.0,Female,High School,2.0,2.0,1.0,2.0,1.0,1.0,9.0,BPO,N,N,N,Y,N
1613,Y,Alpa Munaf Ganguly,52.0,Female,High School,2.0,2.0,1.0,2.0,1.0,3.0,9.0,BPO,N,N,N,Y,N
1614,Y,Astha Ganesan,52.0,Female,High School,2.0,2.0,1.0,2.0,1.0,1.0,9.0,BPO,N,N,N,Y,N
1615,N,Julie Koshy,55.0,Female,High School,2.0,2.0,1.0,2.0,1.0,2.0,9.0,BPO,N,N,N,Y,N
1616,Y,Amrita Anand Manda,50.0,Female,High School,2.0,2.0,1.0,2.0,1.0,3.0,9.0,BPO,N,N,N,Y,N
1617,Y,Jyoti Sarna,28.0,Female,High School,2.0,2.0,1.0,2.0,1.0,3.0,4.0,BPO,N,N,N,Y,N
1618,Y,Bhaagyasree Shere,21.0,Male,High School,2.0,2.0,2.0,2.0,1.0,3.0,2.0,BPO,N,N,N,Y,N
1619,N,Kamini Doshi,28.0,Female,Primary School,3.0,3.0,1.0,3.0,3.0,2.0,4.0,BPO,N,N,N,Y,N
1620,N,Chandni Balaji Seshadri,28.0,Male,Primary School,3.0,3.0,1.0,3.0,3.0,2.0,4.0,BPO,N,N,N,Y,N
1621,N,Ambika Khalsa,28.0,Female,Primary School,2.0,3.0,1.0,3.0,3.0,2.0,4.0,BPO,N,N,N,Y,N
1622,N,Kajol Chandran,46.0,Female,Primary School,2.0,3.0,1.0,3.0,3.0,2.0,9.0,BPO,N,N,N,Y,N
1623,N,Kalpana Pradeep Narain,46.0,Male,Primary School,2.0,3.0,1.0,4.0,2.0,1.0,7.0,BPO,N,N,N,Y,N
1624,N,Vimala Pandey,46.0,Male,Primary School,2.0,2.0,1.0,4.0,2.0,1.0,7.0,BPO,N,N,N,Y,N
1625,N,Rachel Loke,46.0,Female,Primary School,2.0,2.0,1.0,4.0,2.0,1.0,7.0,BPO,N,N,N,Y,N
1626,N,Rohini Naseer Halder,21.0,Male,Primary School,3.0,2.0,1.0,4.0,2.0,1.0,2.0,BPO,N,N,N,Y,N
1627,N,Mridula Aurora,21.0,Male,Primary School,3.0,2.0,1.0,4.0,2.0,1.0,2.0,BPO,N,N,N,Y,N
1628,N,Parminder Prashad,47.0,Female,Primary School,3.0,2.0,1.0,4.0,2.0,1.0,7.0,BPO,N,N,N,Y,N
1629,N,Bhairavi Sagar,47.0,Female,Primary School,3.0,2.0,1.0,4.0,2.0,1.0,7.0,BPO,N,N,N,Y,N
1630,N,Aishwarya Behl,47.0,Female,Primary School,3.0,2.0,3.0,3.0,3.0,3.0,7.0,BPO,N,N,N,Y,N
1631,N,Hira Manpreet Datta,21.0,Female,Primary School,3.0,2.0,3.0,5.0,3.0,3.0,2.0,BPO,N,N,N,Y,N
1632,N,Madhavi Brock Arya,47.0,Female,Primary School,3.0,2.0,1.0,4.0,2.0,2.0,7.0,BPO,N,N,N,Y,N
1633,N,Amrita Qadim Thakkar,47.0,Female,Primary School,3.0,2.0,1.0,3.0,2.0,2.0,7.0,BPO,N,N,N,Y,N
1634,Y,Krishna Hayre,47.0,Female,High School,2.0,2.0,1.0,2.0,3.0,1.0,7.0,BPO,N,N,N,Y,N
1635,Y,Trishana Mahal,21.0,Female,High School,2.0,2.0,1.0,2.0,3.0,1.0,2.0,BPO,N,N,N,Y,N
1636,Y,Divya Narayan,48.0,Male,High School,2.0,2.0,1.0,2.0,3.0,1.0,7.0,BPO,N,N,N,Y,N
1637,Y,Shanti Rajagopalan,45.0,Male,High School,2.0,2.0,1.0,2.0,2.0,1.0,7.0,BPO,N,N,N,Y,N
1638,Y,Nitika Mukund Dalal,45.0,Female,High School,2.0,2.0,1.0,2.0,2.0,1.0,7.0,BPO,N,N,N,Y,N
1639,Y,Vineeta Somnath Sachdev,44.0,Male,High School,2.0,2.0,1.0,2.0,2.0,11.0,6.0,BPO,N,N,N,Y,N
1640,Y,Lalita More,44.0,Male,High School,2.0,2.0,1.0,2.0,2.0,0.0,7.0,BPO,N,N,N,Y,N
1641,Y,Kalyani Narang,45.0,Male,High School,2.0,2.0,1.0,2.0,2.0,0.0,7.0,BPO,N,N,N,Y,N
1642,Y,Esha Agarwal,45.0,Female,High School,1.0,2.0,1.0,2.0,2.0,0.0,8.0,BPO,N,N,N,Y,N
1643,Y,Riya Bassi,21.0,Male,High School,1.0,2.0,1.0,1.0,2.0,0.0,1.0,BPO,N,N,N,Y,N
1644,Y,Himani Char,21.0,Female,High School,1.0,2.0,2.0,1.0,2.0,4.0,1.0,BPO,N,N,N,Y,N
1645,Y,Jyoti Qadim Grover,45.0,Male,High School,1.0,2.0,2.0,1.0,2.0,1.0,8.0,BPO,N,N,N,Y,N
1646,Y,Juhi Deepesh Chowdhury,21.0,Male,High School,1.0,2.0,2.0,1.0,2.0,6.0,1.0,BPO,N,N,N,Y,N
1647,Y,Indrani Kalpit Chakrabarti,45.0,Male,High School,1.0,1.0,1.0,1.0,2.0,0.0,8.0,BPO,N,N,N,Y,N
1648,Y,Hina Kabeer Buch,21.0,Female,High School,1.0,1.0,1.0,1.0,3.0,0.0,1.0,BPO,N,N,N,Y,N
1649,Y,Ankita Nanda,45.0,Female,High School,1.0,1.0,1.0,1.0,3.0,0.0,8.0,BPO,N,N,N,Y,N
1650,Y,Kiran Nayar,45.0,Female,High School,1.0,1.0,1.0,1.0,3.0,5.0,8.0,BPO,N,N,N,Y,N
1651,Y,Madhu Deepesh Randhawa,26.0,Male,High School,1.0,1.0,2.0,1.0,3.0,6.0,2.0,BPO,N,N,N,Y,N
1652,Y,Basanti Sodhani,22.0,Male,Undergraduation,1.0,2.0,2.0,1.0,1.0,1.0,1.0,BPO,N,N,N,Y,N
1653,Y,Nagma Chaudhuri,45.0,Female,Undergraduation,1.0,2.0,2.0,2.0,1.0,1.0,8.0,BPO,N,N,N,Y,N
1654,Y,Padama Aggarwal,26.0,Male,Undergraduation,2.0,2.0,2.0,2.0,2.0,3.0,2.0,BPO,N,N,N,Y,N
1655,Y,Binita Lanka,45.0,Male,Undergraduation,2.0,2.0,2.0,2.0,2.0,1.0,8.0,BPO,N,N,N,Y,N
1656,Y,Ambika Sidhu,22.0,Female,Undergraduation,2.0,1.0,2.0,2.0,2.0,1.0,1.0,BPO,N,N,N,Y,N
1657,Y,Indrani Pranab Kade,44.0,Male,Undergraduation,2.0,1.0,2.0,2.0,2.0,1.0,7.0,BPO,N,N,N,Y,N
1658,Y,Mukti Khanna,26.0,Male,Post Graduation,1.0,2.0,1.0,2.0,2.0,1.0,4.0,BPO,N,N,N,Y,N
1659,N,Anjana Din,45.0,Female,Primary School,3.0,4.0,1.0,4.0,2.0,1.0,8.0,BPO,N,N,N,Y,N
1660,Y,Narmada Ehsaan Srinivas,22.0,Male,High School,1.0,1.0,1.0,1.0,3.0,1.0,1.0,BPO,N,N,N,Y,N
1661,Y,Pamela Raju Raval,45.0,Female,High School,1.0,1.0,1.0,2.0,2.0,1.0,8.0,BPO,N,N,N,Y,N
1662,Y,Astha Rana,22.0,Female,High School,1.0,1.0,1.0,2.0,2.0,2.0,1.0,BPO,N,N,N,Y,N
1663,Y,Sara Anil Sane,45.0,Male,High School,1.0,1.0,1.0,2.0,2.0,2.0,8.0,BPO,N,N,N,Y,N
1664,Y,Aarushi Devendra Randhawa,45.0,Female,High School,1.0,2.0,1.0,2.0,2.0,2.0,8.0,BPO,N,N,N,Y,N
1665,Y,Ruchi Chowdhury,48.0,Male,Undergraduation,2.0,1.0,2.0,2.0,2.0,2.0,8.0,BPO,N,N,N,Y,N
1666,Y,Ritika Pradeep Mittal,24.0,Female,Post Graduation,1.0,2.0,1.0,2.0,2.0,2.0,1.0,BPO,N,N,N,Y,N
1667,Y,Aishwarya Ramnarine,30.0,Female,Undergraduation,2.0,1.0,2.0,2.0,2.0,3.0,7.0,BPO,N,N,N,Y,N
1668,Y,Sara Biren Khanna,27.0,Female,Undergraduation,2.0,1.0,2.0,2.0,2.0,3.0,1.0,BPO,N,N,N,Y,N
1669,Y,Payal Iyer,48.0,Female,High School,1.0,2.0,1.0,2.0,2.0,3.0,6.0,BPO,N,N,N,Y,N
1670,Y,Bhairavi Pradhan,27.0,Female,High School,1.0,2.0,1.0,2.0,2.0,0.0,1.0,BPO,N,N,N,Y,N
1671,Y,Sweta Karpe,34.0,Male,High School,1.0,2.0,1.0,2.0,2.0,0.0,5.0,BPO,N,N,N,Y,N
1672,N,Anshu Monin Narasimhan,30.0,Female,Primary School,3.0,4.0,1.0,4.0,2.0,0.0,8.0,BPO,N,N,N,Y,N
1673,N,Urmi Charlie Singhal,49.0,Female,Primary School,3.0,4.0,1.0,4.0,3.0,0.0,6.0,BPO,N,N,N,Y,N
1674,N,Fatima Dugar,41.0,Female,Primary School,3.0,4.0,3.0,4.0,3.0,0.0,8.0,BPO,N,N,N,Y,N
